VARIABLES = "X" "Y" "p" "M"
ZONE I=  71    J=   48
 -0.50000000000000000        0.0000000000000000       0.71428571428571441        1.6329931618554518     
 -0.46670000000000000        0.0000000000000000       0.71452362997213670        1.6331680266948614     
 -0.43330000000000002        0.0000000000000000       0.71469252475859379        1.6325592603920036     
 -0.40000000000000002        0.0000000000000000       0.71488143112390201        1.6328209724108254     
 -0.36670000000000003        0.0000000000000000       0.71549332802510646        1.6325114197157466     
 -0.33329999999999999        0.0000000000000000       0.71662749433921946        1.6318856623233966     
 -0.29999999999999999        0.0000000000000000       0.71760966047186370        1.6313071793919494     
 -0.26669999999999999        0.0000000000000000       0.71844104354120708        1.6315125811547677     
 -0.23330000000000001        0.0000000000000000       0.71998934300179784        1.6305040228862124     
 -0.20000000000000001        0.0000000000000000       0.72232421602016750        1.6292747008727189     
 -0.16669999999999999        0.0000000000000000       0.72545591709977397        1.6297570721039316     
 -0.13330000000000000        0.0000000000000000       0.73079750766370732        1.6272066495843469     
 -0.10000000000000001        0.0000000000000000       0.74039235643725387        1.6208215892178623     
  -6.6669999999999993E-002   0.0000000000000000       0.76170570430991291        1.6090938717606258     
  -3.3329999999999999E-002   0.0000000000000000       0.72950259820822161        1.6415650609011088     
   0.0000000000000000        0.0000000000000000       0.70056997975190383        1.6291229579209114     
   2.5000000000000001E-002   4.4099999999999999E-003  0.86530221118881079        1.5315599669439808     
   5.0000000000000003E-002   8.8199999999999997E-003  0.99740574946190086        1.4716245437734845     
   7.4999999999999997E-002   1.3230000000000000E-002   1.0873399539376853        1.4450136738021422     
  0.10000000000000001        1.7639999999999999E-002   1.1405007166791474        1.4383777060472767     
  0.12500000000000000        2.2050000000000000E-002   1.1687961568117373        1.4417634535502730     
  0.14999999999999999        2.6460000000000001E-002   1.1830633102187014        1.4444022146280213     
  0.17499999999999999        3.0870000000000002E-002   1.1909552675004020        1.4494317571038897     
  0.20000000000000001        3.5279999999999999E-002   1.1933127999123607        1.4514399648224399     
  0.22500000000000001        3.9690000000000003E-002   1.1956233846323134        1.4528393650615716     
  0.25000000000000000        4.4100000000000000E-002   1.1948713319088025        1.4535592009723937     
  0.27500000000000002        4.8509999999999998E-002   1.1936199524656408        1.4550744612328097     
  0.29999999999999999        5.2920000000000002E-002   1.1909865490432299        1.4553705271422586     
  0.32500000000000001        5.7329999999999999E-002   1.1871792076886218        1.4575940555768458     
  0.34999999999999998        6.1740000000000003E-002   1.1802402987982408        1.4589405926170851     
  0.37500000000000000        6.6150000000000000E-002   1.1707589512562220        1.4624818675325393     
  0.40000000000000002        7.0559999999999998E-002   1.1537307247753041        1.4670393121029743     
  0.42499999999999999        7.4969999999999995E-002   1.1259671888793277        1.4777819779411900     
  0.45000000000000001        7.9380000000000006E-002   1.0642573735396450        1.5015529932608926     
  0.47499999999999998        8.3790000000000003E-002   1.2248291916476939        1.4165776602950699     
  0.50000000000000000        8.8200000000000001E-002   1.1603950333936750        1.5001919173595011     
  0.52500000000000002        8.3790000000000003E-002  0.73881881657459647        1.6563588031618477     
  0.55000000000000004        7.9380000000000006E-002  0.57675621020061763        1.7219911961434309     
  0.57499999999999996        7.4969999999999995E-002  0.49962723324762615        1.7471029286143642     
  0.59999999999999998        7.0559999999999998E-002  0.46122637058024257        1.7528569515839396     
  0.62500000000000000        6.6150000000000000E-002  0.44136175011746459        1.7537263546982080     
  0.65000000000000002        6.1740000000000003E-002  0.43036032137911789        1.7464071758625668     
  0.67500000000000004        5.7329999999999999E-002  0.42392244442936766        1.7431182692008520     
  0.69999999999999996        5.2920000000000002E-002  0.41979659122180674        1.7369255653951783     
  0.72499999999999998        4.8509999999999998E-002  0.41663280473738223        1.7359759062526621     
  0.75000000000000000        4.4100000000000000E-002  0.41475302331356145        1.7337607953454379     
  0.77500000000000002        3.9690000000000003E-002  0.41322283966353740        1.7369576680689522     
  0.80000000000000004        3.5279999999999999E-002  0.41249069717927023        1.7347951846830356     
  0.82499999999999996        3.0870000000000002E-002  0.41258266157831969        1.7355080375035041     
  0.84999999999999998        2.6460000000000001E-002  0.41313767940936008        1.7335532449908568     
  0.87500000000000000        2.2050000000000000E-002  0.41398268592497789        1.7318832704458678     
  0.90000000000000002        1.7639999999999999E-002  0.41602373137002313        1.7316994354210540     
  0.92500000000000004        1.3230000000000000E-002  0.42032804943698920        1.7297069796694642     
  0.94999999999999996        8.8199999999999997E-003  0.43061071484978841        1.7222591281761412     
  0.97499999999999998        4.4099999999999999E-003  0.41271057938968642        1.7481812065015339     
   1.0000000000000000        0.0000000000000000       0.41566034057339962        1.7184056152609224     
   1.0329999999999999        0.0000000000000000       0.52592721004095433        1.6232235676142195     
   1.0669999999999999        0.0000000000000000       0.60895032869262322        1.5821198315241620     
   1.1000000000000001        0.0000000000000000       0.65879352584330253        1.5661093262299282     
   1.1330000000000000        0.0000000000000000       0.68576196178791915        1.5643096760243425     
   1.1670000000000000        0.0000000000000000       0.69715030457470983        1.5722325298230448     
   1.2000000000000000        0.0000000000000000       0.70396245843151817        1.5822641650003504     
   1.2330000000000001        0.0000000000000000       0.70746178797238690        1.5724340876577487     
   1.2669999999999999        0.0000000000000000       0.70994978886650917        1.5772509411000235     
   1.3000000000000000        0.0000000000000000       0.70950138614911140        1.5795751457816720     
   1.3330000000000000        0.0000000000000000       0.71285958510974934        1.5872287067684332     
   1.3670000000000000        0.0000000000000000       0.71096068039239046        1.5802580257593841     
   1.3999999999999999        0.0000000000000000       0.70958433722866177        1.5802753041279134     
   1.4330000000000001        0.0000000000000000       0.70825315151023405        1.5828843894905069     
   1.4670000000000001        0.0000000000000000       0.71118714727485755        1.5803376764815020     
   1.5000000000000000        0.0000000000000000       0.71411744244931996        1.5778009789718732     
 -0.50000000000000000        1.1830000000000000E-002  0.71428571428571441        1.6329931618554518     
 -0.46670000000000000        1.1870000000000000E-002  0.71452362997213681        1.6329585962269093     
 -0.43340000000000001        1.1900000000000001E-002  0.71469252475859368        1.6328923937941051     
 -0.40020000000000000        1.1930000000000000E-002  0.71488143112390223        1.6328177095443923     
 -0.36690000000000000        1.1970000000000000E-002  0.71549332802510668        1.6326315692689608     
 -0.33360000000000001        1.2010000000000000E-002  0.71662749433921946        1.6322336577574761     
 -0.30030000000000001        1.2060000000000000E-002  0.71760966047186370        1.6319593135583295     
 -0.26710000000000000        1.2109999999999999E-002  0.71844104354120708        1.6316884643334779     
 -0.23380000000000001        1.2170000000000000E-002  0.71998934300179784        1.6311881301949149     
 -0.20050000000000001        1.2239999999999999E-002  0.72232421602016772        1.6305541723464951     
 -0.16730000000000000        1.2330000000000001E-002  0.72545591709977375        1.6295521382824329     
 -0.13400000000000001        1.2449999999999999E-002  0.73079750766370732        1.6279811751352620     
 -0.10070000000000000        1.2610000000000000E-002  0.74039235643725410        1.6251440555193168     
  -6.7460000000000006E-002   1.2860000000000000E-002  0.76170570430991291        1.6190857468133339     
  -3.4209999999999997E-002   1.3299999999999999E-002  0.72950259820822172        1.6368417565818540     
  -9.5859999999999999E-004   1.4400000000000000E-002  0.70056997975190383        1.6292984338716006     
   2.4119999999999999E-002   1.7809999999999999E-002  0.86530221118881090        1.5608201045677779     
   4.9189999999999998E-002   2.1720000000000000E-002  0.99740574946190064        1.5122289704984142     
   7.4249999999999997E-002   2.5800000000000000E-002   1.0873399539376851        1.4815832660849682     
   9.9309999999999996E-002   2.9960000000000001E-002   1.1405007166791474        1.4642535953481208     
  0.12440000000000000        3.4160000000000003E-002   1.1687961568117373        1.4552500111074187     
  0.14940000000000001        3.8390000000000001E-002   1.1830633102187014        1.4507749536051135     
  0.17449999999999999        4.2630000000000001E-002   1.1909552675004020        1.4485030952596600     
  0.19950000000000001        4.6890000000000001E-002   1.1933127999123605        1.4477965286598542     
  0.22459999999999999        5.1139999999999998E-002   1.1956233846323134        1.4471006121620462     
  0.24959999999999999        5.5399999999999998E-002   1.1948713319088020        1.4474883202875342     
  0.27470000000000000        5.9659999999999998E-002   1.1936199524656408        1.4477018161259501     
  0.29970000000000002        6.3909999999999995E-002   1.1909865490432299        1.4485460897050539     
  0.32479999999999998        6.8150000000000002E-002   1.1871792076886221        1.4496094893122247     
  0.34980000000000000        7.2380000000000000E-002   1.1802402987982408        1.4515456951864891     
  0.37490000000000001        7.6579999999999995E-002   1.1707589512562218        1.4541795985833470     
  0.39989999999999998        8.0750000000000002E-002   1.1537307247753039        1.4590388170724735     
  0.42499999999999999        8.4860000000000005E-002   1.1259671888793279        1.4668137090484255     
  0.45000000000000001        8.8880000000000001E-002   1.0642573735396450        1.4848439632879296     
