VARIABLES = "X" "Y" "Ust1" "Ust2" "Ust3" "Ust4"
ZONE I=  71    J=   48
 -0.50000000000000000        0.0000000000000000       -1.0206688867979129E-013  -6.7384303066850491E-007  -2.3721301275112326E-007  -1.1482524976476520E-013
 -0.46670000000000000        0.0000000000000000       -1.0520014900068723E-013  -6.8597879565449286E-007  -2.4178952752379509E-007  -1.1835016762577314E-013
 -0.43330000000000002        0.0000000000000000       -1.0606865296169555E-013  -6.8862826046657315E-007  -2.4323960744516447E-007  -1.1932723458190749E-013
 -0.40000000000000002        0.0000000000000000       -1.0619592735047312E-013  -6.8876364692342836E-007  -2.4416981537330548E-007  -1.1905559042806947E-013
 -0.36670000000000003        0.0000000000000000       -1.0844474382370615E-013  -6.9585043264987614E-007  -2.4725120320542806E-007  -1.2200033680166943E-013
 -0.33329999999999999        0.0000000000000000       -1.0983560243750035E-013  -7.0002884691449510E-007  -2.4957550194342855E-007  -1.2313600742016641E-013
 -0.29999999999999999        0.0000000000000000       -1.1110261459401611E-013  -7.0355127020336009E-007  -2.5236996764501910E-007  -1.2499044141826813E-013
 -0.26669999999999999        0.0000000000000000       -1.1335578685527096E-013  -7.1046759698233259E-007  -2.5542748089409804E-007  -1.2752526021217984E-013
 -0.23330000000000001        0.0000000000000000       -1.1554700722050032E-013  -7.1690457074428735E-007  -2.5903148658076957E-007  -1.2999038312306285E-013
 -0.20000000000000001        0.0000000000000000       -1.1738809225924275E-013  -7.2195144878528508E-007  -2.6276431108941902E-007  -1.3206160379164809E-013
 -0.16669999999999999        0.0000000000000000       -1.2105282508948312E-013  -7.3266996884604361E-007  -2.6813304257169295E-007  -1.3571156562766272E-013
 -0.13330000000000000        0.0000000000000000       -1.2580617888548649E-013  -7.4602786746237719E-007  -2.7581779927469596E-007  -1.4104052085990088E-013
 -0.10000000000000001        0.0000000000000000       -1.3169420879277143E-013  -7.6197426769687095E-007  -2.8566887598781081E-007  -1.4815598489186785E-013
  -6.6669999999999993E-002   0.0000000000000000       -1.4271029454006126E-013  -7.9117686799704384E-007  -3.0272869210446360E-007  -1.6054908135756890E-013
  -3.3329999999999999E-002   0.0000000000000000       -1.6402897103926079E-013  -8.4479673630308116E-007  -3.3540977366045534E-007  -1.8485296150322945E-013
   0.0000000000000000        0.0000000000000000       -1.3615917851355512E-013  -7.4048972316134965E-007  -3.7094307750342255E-007  -1.5317907582774951E-013
   2.5000000000000001E-002   4.4099999999999999E-003  -5.2083970255509897E-014  -4.5128213792803574E-007  -2.4125543093632787E-007  -5.8187560519827467E-014
   5.0000000000000003E-002   8.8199999999999997E-003  -4.4800194178728213E-014  -4.2292662469639933E-007  -2.1679218781937427E-007  -5.0400218451069243E-014
   7.4999999999999997E-002   1.3230000000000000E-002  -4.0486002230145871E-014  -4.0429868271839905E-007  -2.0166418293993745E-007  -4.5546752508914103E-014
  0.10000000000000001        1.7639999999999999E-002  -3.7428675200736427E-014  -3.9033495157079659E-007  -1.9071765733749128E-007  -4.2399671125834236E-014
  0.12500000000000000        2.2050000000000000E-002  -3.4754629652754407E-014  -3.7740652605565423E-007  -1.8115513250671415E-007  -3.9098958359348707E-014
  0.14999999999999999        2.6460000000000001E-002  -3.3046031907993969E-014  -3.6905897086800751E-007  -1.7449108142639398E-007  -3.7176785896493217E-014
  0.17499999999999999        3.0870000000000002E-002  -3.0977055109625505E-014  -3.5825966781494389E-007  -1.6694900520176387E-007  -3.4849186998328693E-014
  0.20000000000000001        3.5279999999999999E-002  -2.9734719637697604E-014  -3.5178531671652545E-007  -1.6189160275294505E-007  -3.2986954598070780E-014
  0.22500000000000001        3.9690000000000003E-002  -2.7844770926536417E-014  -3.4127673781725992E-007  -1.5480312827390896E-007  -3.1325367292353466E-014
  0.25000000000000000        4.4100000000000000E-002  -2.6692251802745052E-014  -3.3487151948495700E-007  -1.4995546642536366E-007  -3.0028783278088184E-014
  0.27500000000000002        4.8509999999999998E-002  -2.5061337607135630E-014  -3.2520852837215646E-007  -1.4367712783481877E-007  -2.8194004808027584E-014
  0.29999999999999999        5.2920000000000002E-002  -2.3911022888678273E-014  -3.1838593372281064E-007  -1.3868891272965613E-007  -2.6526291017127458E-014
  0.32500000000000001        5.7329999999999999E-002  -2.2247700694932254E-014  -3.0787785708316263E-007  -1.3201802511726017E-007  -2.4681042958440470E-014
  0.34999999999999998        6.1740000000000003E-002  -2.1043618835183310E-014  -3.0019212442936954E-007  -1.2662103808430809E-007  -2.3674071189581224E-014
  0.37500000000000000        6.6150000000000000E-002  -1.9245492993331018E-014  -2.8794003254617434E-007  -1.1903440945458818E-007  -2.1651179617497396E-014
  0.40000000000000002        7.0559999999999998E-002  -1.7763929161358394E-014  -2.7754715715617456E-007  -1.1212905149109467E-007  -1.9984420306528193E-014
  0.42499999999999999        7.4969999999999995E-002  -1.5625614347613965E-014  -2.6137995641924634E-007  -1.0246094291634468E-007  -1.7578816141065711E-014
  0.45000000000000001        7.9380000000000006E-002  -1.3577618854209210E-014  -2.4486942552444953E-007  -9.2315773422717379E-008  -1.4850520621791325E-014
  0.47499999999999998        8.3790000000000003E-002  -1.0205320143406514E-014  -2.1406331319679760E-007  -7.5050597606797273E-008  -1.1480985161332329E-014
  0.50000000000000000        8.8200000000000001E-002  -4.4975111955830816E-015  -1.4484382608357582E-007  -4.0845958955568388E-008  -4.7786056453070244E-015
